trait	eQTL_classification	n_dis	both	eQTL_count	distant_both
R13H8.1c.1	Distant eQTL	1	both	2011	NA
R13H9.4.1	Distant eQTL	3	single	131	NA
R144.4b.1	Distant eQTL	1	single	2011	NA
R148.1.1	Distant eQTL	1	both	2011	NA
R148.5a.2	Distant eQTL	1	single	2011	NA
R151.2d.1	Distant eQTL	2	single	353	NA
R155.1a.2	Distant eQTL	1	both	2011	NA
R166.4.2	Distant eQTL	1	single	2011	NA
R17.1.1	Distant eQTL	1	single	2011	NA
R52.10	Distant eQTL	1	both	2011	NA
R74.2.1	Distant eQTL	1	single	2011	NA
R74.5b.1	Distant eQTL	1	single	2011	NA
T01B7.3.2	Distant eQTL	1	single	2011	NA
T01B7.5a.2	Distant eQTL	3	single	131	NA
T01C3.4.1	Distant eQTL	1	single	2011	NA
T01C3.7.2	Distant eQTL	1	single	2011	NA
T01C3.8a.1	Distant eQTL	1	both	2011	NA
T01C8.5.1	Distant eQTL	1	single	2011	NA
T01C8.5.2	Distant eQTL	1	single	2011	NA
T01E8.3.1	Distant eQTL	1	single	2011	NA
T01G1.1c.1	Distant eQTL	1	single	2011	NA
T01H10.4	Distant eQTL	2	both	353	NA
T02B5.1.1	Distant eQTL	1	single	2011	NA
T02C12.4	Distant eQTL	1	single	2011	NA
T02D1.6a.1	Distant eQTL	1	single	2011	NA
T02D1.8.2	Distant eQTL	1	single	2011	NA
T02E9.2a.1	Distant eQTL	2	single	353	NA
T02E9.2a.2	Distant eQTL	1	single	2011	NA
T02E9.2b.2	Distant eQTL	1	single	2011	NA
T02G5.13a.1	Distant eQTL	1	single	2011	NA
T02G5.14.1	Distant eQTL	1	single	2011	NA
T02G5.3.1	Distant eQTL	1	both	2011	NA
T02H6.8.1	Distant eQTL	1	both	2011	NA
T03D8.1b.1	Distant eQTL	1	both	2011	NA
T03D8.6b.1	Distant eQTL	1	single	2011	NA
T03F1.7.2	Distant eQTL	1	single	2011	NA
T03F6.3.1	Distant eQTL	1	single	2011	NA
T03G6.1.2	Distant eQTL	3	single	131	NA
T04A11.1.1	Distant eQTL	1	single	2011	NA
T04A11.4.1	Distant eQTL	1	single	2011	NA
T04A6.3b.1	Distant eQTL	1	single	2011	NA
T04B2.1	Distant eQTL	5	both	14	NA
T04C12.6.2	Distant eQTL	2	single	353	NA
T04C9.1b.1	Distant eQTL	1	single	2011	NA
T04D3.8.1	Distant eQTL	1	single	2011	NA
T04G9.2.2	Distant eQTL	2	single	353	NA
T04H1.6.1	Distant eQTL	1	single	2011	NA
T04H1.9.2	Distant eQTL	2	single	353	NA
T05A1.1b.1	Distant eQTL	1	single	2011	NA
T05A10.2.1	Distant eQTL	1	single	2011	NA
T05A12.2a.1	Distant eQTL	2	single	353	NA
T05B9.1.1	Distant eQTL	1	single	2011	NA
T05B9.1.2	Distant eQTL	1	single	2011	NA
T05E11.4a.1	Distant eQTL	1	single	2011	NA
T05E12.3.1	Distant eQTL	1	both	2011	NA
T05E8.3.1	Distant eQTL	1	single	2011	NA
T05F1.6.2	Distant eQTL	1	single	2011	NA
T05G5.3.1	Distant eQTL	1	single	2011	NA
T05H4.1.1	Distant eQTL	1	single	2011	NA
T05H4.12.2	Distant eQTL	1	single	2011	NA
T05H4.7.1	Distant eQTL	3	single	131	NA
T05H4.8	Distant eQTL	5	single	14	NA
T06A10.107.1	Distant eQTL	1	both	2011	NA
T06A10.3a.1	Distant eQTL	1	single	2011	NA
T06A4.1a.2	Distant eQTL	1	both	2011	NA
T06C12.4.1	Distant eQTL	4	single	42	NA
T06C12.5	Distant eQTL	3	single	131	NA
T06D8.10.1	Distant eQTL	1	single	2011	NA
T06D8.10.2	Distant eQTL	2	single	353	NA
T06D8.1e.1	Distant eQTL	1	both	2011	NA
T06D8.1i.1	Distant eQTL	1	both	2011	NA
T06D8.3.1	Distant eQTL	1	single	2011	NA
T06E4.11.1	Distant eQTL	1	single	2011	NA
T06E4.5.1	Distant eQTL	1	single	2011	NA
T06G6.6b.1	Distant eQTL	2	single	353	NA
T07A5.7.1	Distant eQTL	1	both	2011	NA
T07A9.11.2	Distant eQTL	1	single	2011	NA
T07C12.11.1	Distant eQTL	2	single	353	NA
T07C5.1b.2	Distant eQTL	1	single	2011	NA
T07D10.8	Distant eQTL	1	both	2011	NA
T07D3.6	Distant eQTL	1	both	2011	NA
T07F12.3.1	Distant eQTL	1	single	2011	NA
T07G12.10.1	Distant eQTL	1	single	2011	NA
T07G12.10.2	Distant eQTL	3	both	131	NA
T07G12.12a.1	Distant eQTL	1	single	2011	NA
T07G12.5a.1	Distant eQTL	1	single	2011	NA
T07G12.6b.1	Distant eQTL	1	single	2011	NA
T07G12.8	Distant eQTL	2	both	353	NA
T07H8.6.1	Distant eQTL	1	single	2011	NA
T08A9.1.1	Distant eQTL	1	single	2011	NA
T08B1.6.2	Distant eQTL	1	single	2011	NA
T08D2.5.2	Distant eQTL	2	both	353	NA
T08D2.8.1	Distant eQTL	1	single	2011	NA
T08E11.3.1	Distant eQTL	5	single	14	NA
T08E11.8	Distant eQTL	2	both	353	NA
T08G11.1a.2	Distant eQTL	1	single	2011	NA
T08G11.1b.2	Distant eQTL	1	single	2011	NA
T08G11.4a.1	Distant eQTL	1	single	2011	NA
T08G2.2.1	Distant eQTL	1	single	2011	NA
T08G5.5a.2	Distant eQTL	1	both	2011	NA
T08G5.5c.1	Distant eQTL	1	single	2011	NA
T08G5.5d.1	Distant eQTL	1	single	2011	NA
T08H4.3.1	Distant eQTL	2	single	353	NA
T09A12.4c.1	Distant eQTL	1	single	2011	NA
T09A5.11.2	Distant eQTL	1	single	2011	NA
T09B4.2.1	Distant eQTL	1	single	2011	NA
T09B4.6.1	Distant eQTL	1	single	2011	NA
T09E8.1a.1	Distant eQTL	1	both	2011	NA
T09E8.1g.1	Distant eQTL	2	both	353	NA
T09F3.2.2	Distant eQTL	1	single	2011	NA
T10A3.1b.1	Distant eQTL	1	single	2011	NA
T10B10.8.1	Distant eQTL	2	both	353	NA
T10B11.7a.2	Distant eQTL	1	single	2011	NA
T10B11.7b.1	Distant eQTL	1	single	2011	NA
T10B11.8b.1	Distant eQTL	1	single	2011	NA
T10B5.10a.1	Distant eQTL	1	single	2011	NA
T10B5.7b.1	Distant eQTL	2	both	353	NA
T10B5.8.1	Distant eQTL	1	single	2011	NA
T10B9.1.1	Distant eQTL	2	single	353	NA
T10B9.5.1	Distant eQTL	3	single	131	NA
T10C6.12.1	Distant eQTL	2	both	353	NA
T10C6.15a.1	Distant eQTL	1	single	2011	NA
T10C6.7.2	Distant eQTL	3	both	131	NA
T10D4.13.1	Distant eQTL	1	single	2011	NA
T10D4.5.1	Distant eQTL	1	single	2011	NA
T10E10.5.1	Distant eQTL	1	single	2011	NA
T10E9.14.1	Distant eQTL	1	single	2011	NA
T10H4.11.1	Distant eQTL	1	single	2011	NA
T10H9.4.1	Distant eQTL	1	single	2011	NA
T10H9.4.2	Distant eQTL	1	both	2011	NA
T11A5.6c.1	Distant eQTL	4	single	42	NA
T11F8.1.1	Distant eQTL	1	single	2011	NA
T11F9.3.2	Distant eQTL	2	single	353	NA
T11F9.6.1	Distant eQTL	1	single	2011	NA
T11G6.1a.2	Distant eQTL	2	single	353	NA
T11G6.7	Distant eQTL	1	single	2011	NA
T12A2.2.2	Distant eQTL	1	single	2011	NA
T12A2.8.1	Distant eQTL	1	single	2011	NA
T12A2.8.2	Distant eQTL	1	single	2011	NA
T12A7.4a.1	Distant eQTL	2	single	353	NA
T12A7.6.1	Distant eQTL	1	single	2011	NA
T12B3.1.1	Distant eQTL	1	single	2011	NA
T12B5.6c.1	Distant eQTL	1	both	2011	NA
T12C9.3f.1	Distant eQTL	2	single	353	NA
T12D8.8.2	Distant eQTL	1	single	2011	NA
T12G3.2a.2	Distant eQTL	1	single	2011	NA
T12G3.5.2	Distant eQTL	1	single	2011	NA
T13A10.12.1	Distant eQTL	1	both	2011	NA
T13B5.1.1	Distant eQTL	1	single	2011	NA
T13B5.3.2	Distant eQTL	1	both	2011	NA
T13B5.4.2	Distant eQTL	1	both	2011	NA
T13B5.8a.2	Distant eQTL	1	single	2011	NA
T13C2.4.1	Distant eQTL	1	single	2011	NA
T13C2.7.1	Distant eQTL	1	both	2011	NA
T13C5.7.1	Distant eQTL	2	single	353	NA
T13F3.5.1	Distant eQTL	1	both	2011	NA
T13H10.2.1	Distant eQTL	1	single	2011	NA
T13H5.3.1	Distant eQTL	2	single	353	NA
T14B4.7.1	Distant eQTL	1	single	2011	NA
T14B4.8a.1	Distant eQTL	2	single	353	NA
T14F9.4a.1	Distant eQTL	1	single	2011	NA
T14G10.2b.1	Distant eQTL	1	single	2011	NA
T14G10.8a.2	Distant eQTL	1	single	2011	NA
T14G12.4a.1	Distant eQTL	2	single	353	NA
T14G8.3.1	Distant eQTL	1	single	2011	NA
T15B7.16.1	Distant eQTL	1	single	2011	NA
T16A9.4b.1	Distant eQTL	1	single	2011	NA
T16G1.1.1	Distant eQTL	1	single	2011	NA
T16G12.4.1	Distant eQTL	1	single	2011	NA
T17A3.1.1	Distant eQTL	1	single	2011	NA
T17A3.3.1	Distant eQTL	1	single	2011	NA
T17H7.4d.1	Distant eQTL	1	single	2011	NA
T17H7.4g.1	Distant eQTL	1	single	2011	NA
T19A5.2a.2	Distant eQTL	1	single	2011	NA
T19A5.3a.2	Distant eQTL	2	single	353	NA
T19B10.2.2	Distant eQTL	1	single	2011	NA
T19B10.9.1	Distant eQTL	1	single	2011	NA
T19C9.8.1	Distant eQTL	1	single	2011	NA
T19D12.2a.1	Distant eQTL	1	single	2011	NA
T19D12.2b.1	Distant eQTL	1	single	2011	NA
T19D7.3.1	Distant eQTL	1	single	2011	NA
T19D7.5.1	Distant eQTL	1	single	2011	NA
T19E10.1a.2	Distant eQTL	1	single	2011	NA
T19H5.7.1	Distant eQTL	2	single	353	NA
T20B12.1.2	Distant eQTL	1	single	2011	NA
T20B12.3.2	Distant eQTL	1	single	2011	NA
T20B3.7.2	Distant eQTL	1	single	2011	NA
T20B3.8	Distant eQTL	2	both	353	NA
T20B5.3a.1	Distant eQTL	1	single	2011	NA
T20B6.2	Distant eQTL	1	single	2011	NA
T20B6.3.1	Distant eQTL	2	single	353	NA
T20F5.3.1	Distant eQTL	1	single	2011	NA
T20G5.10.1	Distant eQTL	1	both	2011	NA
T20H9.4.1	Distant eQTL	1	single	2011	NA
T20H9.6	Distant eQTL	1	single	2011	NA
T21C12.1o.1	Distant eQTL	2	single	353	NA
T21C9.13.1	Distant eQTL	1	single	2011	NA
T21C9.1b.1	Distant eQTL	1	single	2011	NA
T21C9.9.1	Distant eQTL	1	single	2011	NA
T21D12.2a.2	Distant eQTL	1	single	2011	NA
T21E3.1.1	Distant eQTL	1	both	2011	NA
T21E3.1.2	Distant eQTL	1	both	2011	NA
T21E3.2.1	Distant eQTL	1	single	2011	NA
T21E8.2.1	Distant eQTL	1	single	2011	NA
T21F2.1a.1	Distant eQTL	1	single	2011	NA
T21H3.2a.1	Distant eQTL	1	single	2011	NA
T21H3.2b.1	Distant eQTL	1	single	2011	NA
T21H8.1i.1	Distant eQTL	1	single	2011	NA
T22B3.1.1	Distant eQTL	1	single	2011	NA
T22B7.7.2	Distant eQTL	1	single	2011	NA
T22D1.12b.1	Distant eQTL	1	single	2011	NA
T22D2.1.1	Distant eQTL	2	single	353	NA
T22E5.3.1	Distant eQTL	1	single	2011	NA
T22F3.3a.1	Distant eQTL	1	single	2011	NA
T22G5.5b.1	Distant eQTL	1	single	2011	NA
T22G5.6.2	Distant eQTL	1	single	2011	NA
T23B12.5.1	Distant eQTL	3	single	131	NA
T23B5.4b.1	Distant eQTL	1	single	2011	NA
T23D5.3.1	Distant eQTL	1	single	2011	NA
T23D8.6.1	Distant eQTL	1	single	2011	NA
T23F1.6.1	Distant eQTL	1	both	2011	NA
T23F11.11.1	Distant eQTL	1	single	2011	NA
T23F2.5.2	Distant eQTL	1	single	2011	NA
T23F6.3a.1	Distant eQTL	1	single	2011	NA
T23G11.3.2	Distant eQTL	2	single	353	NA
T23G4.1.1	Distant eQTL	1	single	2011	NA
T23G5.2a.2	Distant eQTL	1	single	2011	NA
T23H2.1.1	Distant eQTL	1	single	2011	NA
T23H2.2.1	Distant eQTL	1	single	2011	NA
T23H2.4.1	Distant eQTL	3	single	131	NA
T24A6.1a.1	Distant eQTL	1	both	2011	NA
T24A6.9b.1	Distant eQTL	1	both	2011	NA
T24B8.5.1	Distant eQTL	1	single	2011	NA
T24B8.7b.1	Distant eQTL	1	single	2011	NA
T24C12.4.1	Distant eQTL	1	single	2011	NA
T24C4.6a.2	Distant eQTL	1	single	2011	NA
T24C4.6b.2	Distant eQTL	1	single	2011	NA
T24D5.11	Distant eQTL	1	both	2011	NA
T24D5.6.1	Distant eQTL	1	both	2011	NA
T24F1.3b.2	Distant eQTL	1	single	2011	NA
T24H7.5a.1	Distant eQTL	1	single	2011	NA
T25B9.8.2	Distant eQTL	1	single	2011	NA
T25D10.4.2	Distant eQTL	1	single	2011	NA
T25E12.16.1	Distant eQTL	1	single	2011	NA
T25G12.13.1	Distant eQTL	2	single	353	NA
T26A5.1.1	Distant eQTL	1	single	2011	NA
T26A5.2b.1	Distant eQTL	1	single	2011	NA
T26A5.4.2	Distant eQTL	1	single	2011	NA
T26A5.5a.2	Distant eQTL	1	single	2011	NA
T26C5.3e.2	Distant eQTL	1	single	2011	NA
T26E3.7.1	Distant eQTL	2	single	353	NA
T26F2.3.1	Distant eQTL	1	both	2011	NA
T26G10.7	Distant eQTL	1	single	2011	NA
T26H5.10.1	Distant eQTL	1	both	2011	NA
T26H5.14.1	Distant eQTL	2	both	353	NA
T27A3.6.2	Distant eQTL	1	single	2011	NA
T27B1.2.2	Distant eQTL	1	single	2011	NA
T27B7.4b.1	Distant eQTL	3	single	131	NA
T27C4.1.2	Distant eQTL	1	single	2011	NA
T27D1.3.1	Distant eQTL	1	both	2011	NA
T27E4.2.1	Distant eQTL	3	single	131	NA
T27E4.3.1	Distant eQTL	2	single	353	NA
T27E4.9.1	Distant eQTL	2	single	353	NA
T27E7.10	Distant eQTL	1	both	2011	NA
T27E9.3.1	Distant eQTL	1	single	2011	NA
T27E9.4b.2	Distant eQTL	3	single	131	NA
T27F6.8.2	Distant eQTL	2	both	353	NA
T28A11.2.2	Distant eQTL	2	single	353	NA
T28A11.21.2	Distant eQTL	2	single	353	NA
T28A11.25.1	Distant eQTL	1	single	2011	NA
T28A8.6.2	Distant eQTL	1	single	2011	NA
T28C6.6.1	Distant eQTL	1	single	2011	NA
T28D6.6a.2	Distant eQTL	1	both	2011	NA
T28D9.1.2	Distant eQTL	1	single	2011	NA
T28F12.1.2	Distant eQTL	1	both	2011	NA
T28F12.3a.1	Distant eQTL	1	single	2011	NA
T28F12.3a.2	Distant eQTL	2	single	353	NA
T28H11.4a.1	Distant eQTL	1	single	2011	NA
VB0395L.1.1	Distant eQTL	1	single	2011	NA
VF11C1L.1.2	Distant eQTL	1	single	2011	NA
VH15N14R.1.1	Distant eQTL	1	both	2011	NA
VY10G11R.1.1	Distant eQTL	1	both	2011	NA
W01A11.1a.2	Distant eQTL	1	single	2011	NA
W01B6.11	Distant eQTL	1	single	2011	NA
W01C8.5b.1	Distant eQTL	2	both	353	NA
W01C9.1.1	Distant eQTL	1	single	2011	NA
W01F3.1b.1	Distant eQTL	1	single	2011	NA
W01F3.3c.1	Distant eQTL	1	single	2011	NA
W01F3.3d.1	Distant eQTL	1	single	2011	NA
W01F3.3g.1	Distant eQTL	3	single	131	NA
W01F3.3h.1	Distant eQTL	1	single	2011	NA
W02A11.1.1	Distant eQTL	1	single	2011	NA
W02A11.6	Distant eQTL	1	both	2011	NA
W02A11.8.1	Distant eQTL	1	both	2011	NA
W02A11.8.2	Distant eQTL	4	single	42	NA
W02B12.12a.1	Distant eQTL	1	single	2011	NA
W02B3.4.1	Distant eQTL	1	single	2011	NA
W02D7.2.1	Distant eQTL	1	single	2011	NA
W02F12.8.2	Distant eQTL	1	single	2011	NA
W02G9.2c.1	Distant eQTL	3	single	131	NA
W02G9.5c.1	Distant eQTL	1	single	2011	NA
W03A3.2.1	Distant eQTL	1	single	2011	NA
W03A5.7.2	Distant eQTL	1	single	2011	NA
W03C9.3.2	Distant eQTL	1	single	2011	NA
W03D2.5a.1	Distant eQTL	1	single	2011	NA
W03D8.7.1	Distant eQTL	1	single	2011	NA
W03D8.8.2	Distant eQTL	1	single	2011	NA
W03F11.1b.1	Distant eQTL	2	single	353	NA
W03F11.6e.1	Distant eQTL	2	single	353	NA
W03F9.4a.1	Distant eQTL	1	single	2011	NA
W03G9.1.2	Distant eQTL	1	single	2011	NA
W04A4.2.1	Distant eQTL	2	single	353	NA
W04A8.1a.1	Distant eQTL	1	single	2011	NA
W04B5.1	Distant eQTL	1	single	2011	NA
W04D2.3a.1	Distant eQTL	2	single	353	NA
W04G3.1b.1	Distant eQTL	1	single	2011	NA
W04G3.3.1	Distant eQTL	1	single	2011	NA
W04G3.8.1	Distant eQTL	1	single	2011	NA
W04H10.3a.2	Distant eQTL	1	single	2011	NA
W04H10.4a.1	Distant eQTL	1	both	2011	NA
W04H10.6a.1	Distant eQTL	5	both	14	NA
W05B10.1.1	Distant eQTL	1	single	2011	NA
W05B10.1.2	Distant eQTL	1	both	2011	NA
W05B10.2.2	Distant eQTL	1	single	2011	NA
W05B2.1.2	Distant eQTL	1	single	2011	NA
W05B2.2.1	Distant eQTL	2	single	353	NA
W05B2.4.1	Distant eQTL	2	single	353	NA
W05B2.5.2	Distant eQTL	5	both	14	NA
W05B5.3a.2	Distant eQTL	1	single	2011	NA
W05F2.2	Distant eQTL	3	single	131	NA
W05F2.8a.1	Distant eQTL	1	both	2011	NA
W05G11.2	Distant eQTL	1	both	2011	NA
W05H12.2	Distant eQTL	1	both	2011	NA
W05H12.4.2	Distant eQTL	2	both	353	NA
W05H5.3.1	Distant eQTL	1	single	2011	NA
W06A11.4	Distant eQTL	1	single	2011	NA
W06D12.1.1	Distant eQTL	1	single	2011	NA
W06D4.4.2	Distant eQTL	1	single	2011	NA
W06F12.1d.2	Distant eQTL	1	single	2011	NA
W06H3.3.1	Distant eQTL	2	single	353	NA
W06H8.4	Distant eQTL	1	both	2011	NA
W06H8.8c.1	Distant eQTL	1	single	2011	NA
W06H8.8e.1	Distant eQTL	1	single	2011	NA
W07B3.2c.2	Distant eQTL	1	single	2011	NA
W07B8.4a.1	Distant eQTL	2	single	353	NA
W07G9.2c.1	Distant eQTL	1	single	2011	NA
W08A12.4.1	Distant eQTL	1	single	2011	NA
W08D2.5a.1	Distant eQTL	2	single	353	NA
W08D2.6.1	Distant eQTL	1	single	2011	NA
W08E12.3.1	Distant eQTL	3	single	131	NA
W08E12.5.1	Distant eQTL	1	single	2011	NA
W08F4.6.2	Distant eQTL	1	single	2011	NA
W08G11.3a.2	Distant eQTL	3	single	131	NA
W08G11.3b.1	Distant eQTL	1	single	2011	NA
W09B6.3a.2	Distant eQTL	1	single	2011	NA
W09B7.1.1	Distant eQTL	2	single	353	NA
W09B7.2.1	Distant eQTL	1	single	2011	NA
W09C3.3.1	Distant eQTL	2	single	353	NA
W09D10.2.1	Distant eQTL	1	both	2011	NA
W09D6.1b.1	Distant eQTL	1	both	2011	NA
W09G10.9.1	Distant eQTL	1	single	2011	NA
W09G3.2.1	Distant eQTL	1	single	2011	NA
W09H1.1a.1	Distant eQTL	2	both	353	NA
W09H1.3.1	Distant eQTL	1	single	2011	NA
W09H1.4.1	Distant eQTL	1	single	2011	NA
W10C4.1.1	Distant eQTL	1	single	2011	NA
W10D9.4b.1	Distant eQTL	2	single	353	NA
W10G11.4.1	Distant eQTL	1	single	2011	NA
Y102A5B.2a.1	Distant eQTL	1	both	2011	NA
Y102A5C.1.2	Distant eQTL	2	both	353	NA
Y102A5C.3	Distant eQTL	3	single	131	NA
Y102A5C.35	Distant eQTL	1	single	2011	NA
Y102E9.1a.1	Distant eQTL	1	single	2011	NA
Y104H12A.1a.2	Distant eQTL	2	single	353	NA
Y104H12D.3b.1	Distant eQTL	1	both	2011	NA
Y105C5A.1.2	Distant eQTL	1	single	2011	NA
Y105C5A.1268.1	Distant eQTL	1	single	2011	NA
Y105C5A.14	Distant eQTL	2	single	353	NA
Y105C5A.15e.1	Distant eQTL	2	single	353	NA
Y105C5A.2	Distant eQTL	1	single	2011	NA
Y105C5A.25	Distant eQTL	1	single	2011	NA
Y105C5A.9a.1	Distant eQTL	1	single	2011	NA
Y105C5A.9b.1	Distant eQTL	1	single	2011	NA
Y105C5B.11b.1	Distant eQTL	1	single	2011	NA
Y105C5B.12	Distant eQTL	1	both	2011	NA
Y105E8A.20b.1	Distant eQTL	1	both	2011	NA
Y105E8B.11.1	Distant eQTL	2	single	353	NA
Y105E8B.1g.1	Distant eQTL	1	single	2011	NA
Y106G6A.2a.2	Distant eQTL	1	single	2011	NA
Y106G6E.1.1	Distant eQTL	1	single	2011	NA
Y106G6H.12a.2	Distant eQTL	2	single	353	NA
Y106G6H.6a.2	Distant eQTL	1	single	2011	NA
Y108F1.3	Distant eQTL	2	single	353	NA
Y108F1.4	Distant eQTL	2	single	353	NA
Y108G3AL.2.2	Distant eQTL	1	single	2011	NA
Y110A2AL.12a.1	Distant eQTL	3	single	131	NA
Y110A2AL.12a.2	Distant eQTL	1	single	2011	NA
Y110A2AL.13.1	Distant eQTL	1	single	2011	NA
Y110A2AL.9.1	Distant eQTL	1	single	2011	NA
Y110A2AM.3a.2	Distant eQTL	1	both	2011	NA
Y110A2AR.1.1	Distant eQTL	1	single	2011	NA
Y110A2AR.2b.1	Distant eQTL	1	single	2011	NA
Y110A7A.14.1	Distant eQTL	1	single	2011	NA
Y110A7A.18.2	Distant eQTL	1	single	2011	NA
Y111B2A.13.1	Distant eQTL	1	single	2011	NA
Y111B2A.14s.1	Distant eQTL	1	single	2011	NA
Y111B2A.3.2	Distant eQTL	1	single	2011	NA
Y111B2A.4a.1	Distant eQTL	5	both	14	NA
Y111B2A.8b.1	Distant eQTL	1	single	2011	NA
Y113G7A.9a.1	Distant eQTL	1	single	2011	NA
Y113G7B.18b.2	Distant eQTL	1	single	2011	NA
Y113G7B.5b.2	Distant eQTL	1	single	2011	NA
Y116A8C.468.1	Distant eQTL	1	single	2011	NA
Y116A8C.469.1	Distant eQTL	1	single	2011	NA
Y116A8C.470.1	Distant eQTL	1	single	2011	NA
Y116F11A.1.1	Distant eQTL	1	single	2011	NA
Y116F11B.10a	Distant eQTL	2	single	353	NA
Y116F11B.13.1	Distant eQTL	1	both	2011	NA
Y116F11B.17.1	Distant eQTL	1	both	2011	NA
Y116F11B.6.1	Distant eQTL	4	single	42	NA
Y119C1B.3.2	Distant eQTL	1	single	2011	NA
Y119C1B.8b.1	Distant eQTL	1	both	2011	NA
Y119C1B.8b.2	Distant eQTL	1	both	2011	NA
Y119D3A.2.1	Distant eQTL	2	both	353	NA
Y119D3B.12a.2	Distant eQTL	1	single	2011	NA
Y119D3B.20	Distant eQTL	1	both	2011	NA
Y119D3B.7.1	Distant eQTL	1	both	2011	NA
Y11D7A.1	Distant eQTL	2	single	353	NA
Y11D7A.10a.1	Distant eQTL	1	both	2011	NA
Y11D7A.10a.2	Distant eQTL	1	single	2011	NA
Y11D7A.12a.2	Distant eQTL	1	both	2011	NA
Y11D7A.9.2	Distant eQTL	1	single	2011	NA
Y13C8A.1.1	Distant eQTL	1	both	2011	NA
Y14H12A.2.1	Distant eQTL	1	single	2011	NA
Y16E11A.1.1	Distant eQTL	1	both	2011	NA
Y16E11A.4.1	Distant eQTL	1	both	2011	NA
Y17D7B.1b.1	Distant eQTL	2	both	353	NA
Y17D7C.3	Distant eQTL	2	both	353	NA
Y17G7B.1.1	Distant eQTL	1	single	2011	NA
Y17G7B.11.2	Distant eQTL	1	both	2011	NA
Y17G7B.15a.2	Distant eQTL	1	single	2011	NA
Y17G7B.23a.1	Distant eQTL	1	both	2011	NA
Y17G9A.4.2	Distant eQTL	1	both	2011	NA
Y17G9B.1.1	Distant eQTL	4	single	42	NA
Y17G9B.4a.1	Distant eQTL	1	single	2011	NA
Y18D10A.22	Distant eQTL	1	single	2011	NA
Y18D10A.6b.2	Distant eQTL	1	single	2011	NA
Y18D10A.9.1	Distant eQTL	4	single	42	NA
Y18H1A.11c.1	Distant eQTL	2	single	353	NA
Y18H1A.13.1	Distant eQTL	1	single	2011	NA
Y18H1A.9.1	Distant eQTL	1	single	2011	NA
Y19D10A.10	Distant eQTL	4	both	42	NA
Y19D10A.5a.1	Distant eQTL	1	single	2011	NA
Y19D10B.7.1	Distant eQTL	1	both	2011	NA
Y20C6A.4.1	Distant eQTL	1	both	2011	NA
Y20F4.3a.1	Distant eQTL	2	single	353	NA
Y20F4.4a.1	Distant eQTL	1	both	2011	NA
Y20F4.4b.1	Distant eQTL	1	both	2011	NA
Y22D7AL.10.1	Distant eQTL	1	single	2011	NA
Y22D7AR.5.1	Distant eQTL	1	single	2011	NA
Y23B4A.2.1	Distant eQTL	1	single	2011	NA
Y24F12A.3	Distant eQTL	1	both	2011	NA
Y25C1A.13.1	Distant eQTL	1	single	2011	NA
Y26D4A.8.1	Distant eQTL	1	single	2011	NA
Y32F6A.3.2	Distant eQTL	1	single	2011	NA
Y32F6A.5b.1	Distant eQTL	1	single	2011	NA
Y32F6A.6	Distant eQTL	3	single	131	NA
Y32G9B.1d.1	Distant eQTL	1	single	2011	NA
Y32H12A.1.1	Distant eQTL	1	single	2011	NA
Y32H12A.5.2	Distant eQTL	2	single	353	NA
Y34B4A.3.2	Distant eQTL	1	single	2011	NA
Y34B4A.7.1	Distant eQTL	1	single	2011	NA
Y35H6.3	Distant eQTL	1	single	2011	NA
Y37A1B.12.1	Distant eQTL	1	single	2011	NA
Y37A1B.1a.1	Distant eQTL	1	single	2011	NA
Y37A1B.5a.1	Distant eQTL	2	both	353	NA
Y37A1B.7.1	Distant eQTL	1	single	2011	NA
Y37A1C.1h.1	Distant eQTL	2	single	353	NA
Y37D8A.12a.1	Distant eQTL	1	single	2011	NA
Y37D8A.17c.1	Distant eQTL	1	single	2011	NA
Y37D8A.25.1	Distant eQTL	1	single	2011	NA
Y37E11AL.1.1	Distant eQTL	1	single	2011	NA
Y37E11AM.4.1	Distant eQTL	2	single	353	NA
Y37E11C.1a.1	Distant eQTL	1	single	2011	NA
Y37E3.11i.1	Distant eQTL	1	single	2011	NA
Y37F4.1.1	Distant eQTL	1	both	2011	NA
Y37F4.3.1	Distant eQTL	4	both	42	NA
Y37H2A.14.1	Distant eQTL	1	single	2011	NA
Y37H2A.5b.1	Distant eQTL	2	both	353	NA
Y37H2A.6.1	Distant eQTL	1	single	2011	NA
Y37H2A.7.1	Distant eQTL	1	single	2011	NA
Y37H2A.8	Distant eQTL	1	single	2011	NA
Y37H9A.2	Distant eQTL	1	single	2011	NA
Y37H9A.4	Distant eQTL	1	single	2011	NA
Y37H9A.5.2	Distant eQTL	1	single	2011	NA
Y38A8.2.2	Distant eQTL	1	single	2011	NA
Y38C1AA.11.2	Distant eQTL	2	single	353	NA
Y38C1AB.8b.1	Distant eQTL	2	both	353	NA
Y38C9B.1.1	Distant eQTL	1	single	2011	NA
Y38E10A.3.1	Distant eQTL	1	single	2011	NA
Y38E10A.5.1	Distant eQTL	1	single	2011	NA
Y38F1A.10e.1	Distant eQTL	2	single	353	NA
Y38F2AL.1.2	Distant eQTL	1	single	2011	NA
Y38F2AL.3a.2	Distant eQTL	1	single	2011	NA
Y38F2AL.3b.1	Distant eQTL	1	single	2011	NA
Y38F2AL.5.1	Distant eQTL	2	both	353	NA
Y38F2AL.6	Distant eQTL	1	both	2011	NA
Y38H6A.4	Distant eQTL	1	single	2011	NA
